%m10%w1?	%m10%w1?
%m10%w2?	%m10%w2?
%m10%w3?	%m10%w3?
%m10%w4?	%m10%w4?
%m10%w5?	%m10%w5?
%m10%w6?	%m10%w6?
%m10%w7?	%m10%w7?
%m10%w8?	%m10%w8?
"Have you ever tried it underwater?" you coyly ask.	「妳試過在水裡『來一發』嗎?」你賊賊地問。
She doesn't say.	她沒有回答。
"What's your sign, dollface?" you ask.	「妳是什麼星座啊,甜心?」你問。
At last she speaks. "Yield," she says simply.	她終於開口。「讓,」她簡短地吐出一個字。
Although she smiles, it appears she's a woman of few words. She's waiting for you to determine what it is she wants!	雖然她面帶微笑,但看來是個惜字如金的女人。她在等你自己想通她要的是什麼!
"Share your wine with me?" you ask.	「要不要跟我分享妳的酒?」你問。
She hands you the glass, and you take an uncustomarily small sip. She replenishes it from the bottle, so it appears no different than before.	她把酒杯遞給你,你破天荒地只小啜了一口。她從瓶子裡幫你補滿,看起來和先前沒兩樣。
It appears she doesn't like that!	看來她不太捧場喔！
She wouldn't like that.	她才不會賞臉咧。
Say; what's this? A beautiful woman all alone in a hot tub! And, she's smiling at you? And, and...	咦，這什麼狀況？一個辣妹獨自泡在熱水缸裡！而且，她還對你笑？而且，而且…
Why take it, when you can drink it?	拿著幹嘛，能喝乾脆直接乾了它？
It looks like a bottle of fine champagne, suitable for two.	看起來是瓶上等香檳，兩人共飲剛剛好。
They ARE off.	它們是關著的。
They ARE on.	它們是開著的。
Her gold bracelet is engraved with the word "Eve."	她的金手鐲上刻著「伊芙」。
...and, she speaks, "Hi, handsome. Where have you been all my life?"	…接著，她開口了，「嗨，帥哥。你怎麼現在才出現在我生命裡？」
(Larry, this one seems to LIKE you!)	（賴瑞，這個妞好像對你有意思喔！）
"Oooh, I like that name!"	「喔～我喜歡這名字！」
This is the living room of the hotel's penthouse suite. Obviously, the hotel spared no expense here. There's a fireplace on the wall to the south. No one is here, but you hear a gurgling noise coming from somewhere.	這是旅館頂樓套房的客廳。這家飯店在裝潢上顯然沒在省。南邊牆上有座壁爐。這裡沒半個人，但你聽到有個地方傳來咕嚕咕嚕的聲音。
You wonder how they can make those gas logs look so real!	你納悶這瓦斯柴火怎麼能做得那麼逼真！
There is a button on either side of the elevator.	電梯兩側各有一個按鈕。
The bear looks back at you with a glassy-eyed stare, possibly because his eyes are made of glass!	那隻熊用呆滯的眼神回瞪你，也難怪，畢竟牠的眼睛根本是玻璃做的！
It's another one of those boring works of modern art; this one is signed "Mark Crowe."	又是一件無聊到不行的現代藝術品；這件的簽名是「Mark Crowe」。
Yep. It's a sofa!	沒錯，就是張沙發！
From this height, the view of the city is spectacular.	站在這個高度，城市夜景美得沒話說。
The elevator doors are already open. Just walk inside.	電梯門已經開了，直接走進去就對了。
Instead of sitting, you should investigate that gurgling sound you hear.	與其坐著發呆，不如去查查那個咕嚕咕嚕的聲音吧。
There's a sound coming from outside.	外頭傳來一陣聲響。
The door to the terrace is already open.	通往露台的門已經開了。
You find nothing but dust.	除了灰塵，什麼也沒找到。
Tired already?	才這樣就累了？
You can't. It's screwed to the wall.	辦不到，它被鎖死在牆上了。
The penthouse bedroom is quite deluxe.	頂樓臥室相當豪華氣派。
Didn't your Mother tell you that doing that would make you go blind?	你媽沒告訴過你，這樣做會瞎眼嗎？
Geez, Larry. Do we have to?	天啊，賴瑞，非做不可嗎？
Now?! When she's waiting for you on the bed??	現在？！人家可是在床上等你耶？？
It is open.	它是開著的。
It's not open.	它沒開。
There's no inflatable doll out here.	這裡沒有充氣娃娃。
All right, you asked for it.\n\nIn fact, you've asked for it twice! Here we go...	好，算你自找的。\n\n說真的，你可是自找了兩次！來吧…
Got her!	到手了！
Selecting your own personal favorite from the three available openings, you shyly try out the doll. This has to be the kinkiest thing you've done in a long time, Larry.\n\nYou gradually increase your tempo as you lose your inhibitions (not to mention your self-esteem). Faster and faster you go, until suddenly, there's a loud, flatulent sound...	從娃娃身上三個開口中挑出你的心頭好，你害羞地試了起來。賴瑞，這大概是你這輩子做過最變態的事了。\n\n隨著矜持（還有自尊）一點一滴流失，你越搞越猛。就在你越來越快的時候，突然「噗——」一聲巨響…
You lost her, remember!	你把她弄丟了，記得嗎！
You've found a closet full of uninteresting stuff, plus one inflatable doll.	你發現一個衣櫃，裡頭裝滿無趣的雜物，外加一個充氣娃娃。
The rest of the closet is rather dull compared to the inflatable doll.	跟充氣娃娃比起來，衣櫃其他東西都遜色不少。
Walking out of the closet, you clumsily catch your new friend on a protruding nail! There's a loud, flatulent sound, and...	走出衣櫃時，你笨手笨腳地把新女友勾到一根突出的釘子上！「噗——」一聲巨響，然後…
The closet is closed.	衣櫃是關著的。
You huff, and you puff, and you blow your doll up. Holding her out at arm's length, you pause to admire your handiwork...	你吹啊吹，使勁把娃娃吹飽氣。你把她舉遠端詳，欣賞自己的傑作…
...somehow you expected more.	…不知怎麼，你原本期待更精彩一點。
What more would you want to see?	你還想看什麼花樣？
Move out of the way of the door first.	先讓開，別擋著門。
Go get her, Larry.	上啊，賴瑞。
The bedspread is made of genuine, 100 per cent, acrylic zebrahide.	這條床罩是貨真價實、百分之百的壓克力斑馬皮製成。
Congratulations, Larry!!!\n\nYou've done it!!\n\nYou've successfully completed your evening in Sierra World, lost your virginity, and emerged victorious!	恭喜你，賴瑞！！！\n\n你成功了！！\n\n你圓滿完成了 Sierra World 的春宵一夜，成功告別處男身分，光榮凱旋！
Of course, your feelings of success are short-lived, since this is where Ken Williams has to tell you about our soon-to-be-released sequel.\n\nHey, Ken! Come here, and give 'em your pitch...	當然啦，得意的感覺沒能撐多久，因為現在該讓 Ken Williams 跟大家報告一下我們即將推出的續集了。\n\n嘿，Ken！過來，跟大家推銷兩句…
"Hi, folks! Remember, coming to this very computer Real Soon Now, is the next installment in the saga of Larry Laffer, traveling software salesman. I'd tell you the name now, but we haven't made one up yet!\n\n(Be sure to pick up a few extra copies, just in case our disk copier is screwed up again!)"	「嗨，各位！記好了，很快就要在這台電腦上跟大家見面的，是賴瑞這位巡迴軟體推銷員的下一集。片名現在還沒生出來，先賣個關子！\n\n（記得多買幾份備用，萬一我們的磁碟複製機又秀逗了呢！）」
Oh, wait. We almost forget to tell you how well you played.	噢，等等，我們差點忘了跟你講講你打得怎麼樣。
You can't bear the thought of deflating your new friend, so you don't!	你捨不得把新女友的氣放掉，所以就沒放！
What fun is an uninflated inflatable doll?	沒充氣的充氣娃娃，那還有什麼樂趣？
...thanks for playing, and be sure to tell each and every one of your friends to buy their own personal copy of this game.	…感謝遊玩，記得逢人就推銷，叫你每個朋友都去買一套自己的。
Move inside the closet.	走進衣櫃裡去。
You played ok, I guess!	算你打得還可以啦！
On behalf of Mark and Sandy, Al and Marg, Jeff and Chris, Russ and Kim, Larry and Bob, Ken and Roberta, Bob and Marilyn and/or Bob and Jeannine, John and Mary, Bob and Carol and Ted and Alice...	謹代表 Mark 與 Sandy、Al 與 Marg、Jeff 與 Chris、Russ 與 Kim、Larry 與 Bob、Ken 與 Roberta、Bob 與 Marilyn 和／或 Bob 與 Jeannine、John 與 Mary、Bob 與 Carol 與 Ted 與 Alice…
Don't you find it difficult to have a meaningful relationship with latex?	你不覺得跟一坨橡膠談心很難有結果嗎？
OK.	OK.
Love ya, baby!	愛死你了，寶貝！
Sorry. One's your limit!	抱歉，一個是你的極限！
You don't have time to rest!	你沒空休息！
Perhaps if you first established mouth/latex contact...	要不然，先來個嘴對橡膠的親密接觸試試？
Picking up the corner of the expensive, vinyl, zebra-skin bedspread, you discover...	你掀起那張昂貴的乙烯基斑馬紋床罩一角，發現…
...nothing.	…什麼都沒有。
That's not what she's for, Larry.	她可不是拿來幹這個的，賴瑞。
...and that's exactly the way she used to look!	…那正是她以前的模樣！
Ladies and gentlemen...\n\nMr. Ken Williams!	各位女士先生…\n\n有請 Ken Williams 先生！
_	_
LLLLL	LLLLL
New room:	New room:
X coordinate:	X coordinate:
Y coordinate:	Y coordinate:
Object number:	Object number:
Flag number:	Flag number:
New value:	New value:
You gottum, Larry.	你搞定她了，賴瑞。
Variable number:	Variable number:
Variable %v45 = %v46	Variable %v45 = %v46
Flag %v45 set	Flag %v45 set
Flag %v45 not set	Flag %v45 not set
New priority:	New priority:
Object %v46 is in room %v45.	Object %v46 is in room %v45.
%v45|3/%v46|3	%v45|3/%v46|3
Room %v0|3	Room %v0|3
%v45|2  %o45	%v45|2  %o45
Number  Name of Object	Number  Name of Object
%v8 memory pages left.	%v8 memory pages left.
Unknown word:  "	Unknown word:  "
H	H
increment	increment
decrement	decrement
assignn	assignn
assignv	assignv
addn	addn
addv	addv
subn	subn
subv	subv
lindirectv	lindirectv
rindirect	rindirect
lindirectn	lindirectn
set	set
reset	reset
toggle	toggle
set.v	set.v
reset.v	reset.v
toggle.v	toggle.v
new.room	new.room
new.room.v	new.room.v
load.logics	load.logics
load.logics.v	load.logics.v
call	call
call.v	call.v
load.pic	load.pic
draw.pic	draw.pic
show.pic	show.pic
discard.pic	discard.pic
overlay.pic	overlay.pic
show.pri.screen	show.pri.screen
load.view	load.view
load.view.v	load.view.v
discard.view	discard.view
animate.obj	animate.obj
unanimate.all	unanimate.all
draw	draw
erase	erase
position	position
position.v	position.v
get.posn	get.posn
reposition	reposition
set.view	set.view
set.view.v	set.view.v
set.loop	set.loop
set.loop.v	set.loop.v
fix.loop	fix.loop
release.loop	release.loop
set.cel	set.cel
set.cel.v	set.cel.v
last.cel	last.cel
current.cel	current.cel
current.loop	current.loop
current.view	current.view
number.of.loops	number.of.loops
set.priority	set.priority
set.priority.v	set.priority.v
release.priority	release.priority
get.priority	get.priority
stop.update	stop.update
start.update	start.update
force.update	force.update
ignore.horizon	ignore.horizon
observe.horizon	observe.horizon
set.horizon	set.horizon
object.onWater	object.onWater
object.on.land	object.on.land
object.on.anything	object.on.anything
ignore.objs	ignore.objs
observe.objs	observe.objs
distance	distance
stop.cycling	stop.cycling
start.cycling	start.cycling
normal.cycle	normal.cycle
end.of.loop	end.of.loop
reverse.cycle	reverse.cycle
reverse.loop	reverse.loop
cycle.time	cycle.time
stop.motion	stop.motion
start.motion	start.motion
step.size	step.size
step.time	step.time
move.obj	move.obj
move.obj.v	move.obj.v
follow.ego	follow.ego
wander	wander
normal.motion	normal.motion
set.dir	set.dir
get.dir	get.dir
ignore.blocks	ignore.blocks
observe.blocks	observe.blocks
block	block
unblock	unblock
get	get
get.v	get.v
drop	drop
put	put
put.v	put.v
get.room.v	get.room.v
load.sound	load.sound
sound	sound
stop.sound	stop.sound
print	print
print.v	print.v
display	display
display.v	display.v
clear.lines	clear.lines
text.screen	text.screen
graphics	graphics
set.cursor.char	set.cursor.char
set.text.attribute	set.text.attribute
shake.screen	shake.screen
configure.screen	configure.screen
status.line.on	status.line.on
status.line.off	status.line.off
set.string	set.string
get.string	get.string
word.to.string	word.to.string
parse	parse
get.num	get.num
prevent.input	prevent.input
accept.input	accept.input
