%m10%w1?	%m10%w1?
%m10%w2?	%m10%w2?
%m10%w3?	%m10%w3?
%m10%w4?	%m10%w4?
%m10%w5?	%m10%w5?
%m10%w6?	%m10%w6?
%m10%w7?	%m10%w7?
%m10%w8?	%m10%w8?
You huff, and you puff, and you blow your doll up. Holding her out at arm's length, you pause to admire your handiwork...	You huff, and you puff, and you blow your doll up. Holding her out at arm's length, you pause to admire your handiwork...
...somehow you expected more.	...somehow you expected more.
What more would you want to see?	What more would you want to see?
Move out of the way of the door first.	Move out of the way of the door first.
Go get her, Larry.	Go get her, Larry.
The bedspread is made of genuine, 100 per cent, acrylic zebrahide.	The bedspread is made of genuine, 100 per cent, acrylic zebrahide.
Congratulations, Larry!!!\n\nYou've done it!!\n\nYou've successfully completed your evening in Sierra World, lost your virginity, and emerged victorious!	Congratulations, Larry!!!\n\nYou've done it!!\n\nYou've successfully completed your evening in Sierra World, lost your virginity, and emerged victorious!
Of course, your feelings of success are short-lived, since this is where Ken Williams has to tell you about our soon-to-be-released sequel.\n\nHey, Ken! Come here, and give 'em your pitch...	Of course, your feelings of success are short-lived, since this is where Ken Williams has to tell you about our soon-to-be-released sequel.\n\nHey, Ken! Come here, and give 'em your pitch...
"Hi, folks! Remember, coming to this very computer Real Soon Now, is the next installment in the saga of Larry Laffer, traveling software salesman. I'd tell you the name now, but we haven't made one up yet!\n\n(Be sure to pick up a few extra copies, just in case our disk copier is screwed up again!)"	"Hi, folks! Remember, coming to this very computer Real Soon Now, is the next installment in the saga of Larry Laffer, traveling software salesman. I'd tell you the name now, but we haven't made one up yet!\n\n(Be sure to pick up a few extra copies, just in case our disk copier is screwed up again!)"
Oh, wait. We almost forget to tell you how well you played.	Oh, wait. We almost forget to tell you how well you played.
You can't bear the thought of deflating your new friend, so you don't!	You can't bear the thought of deflating your new friend, so you don't!
What fun is an uninflated inflatable doll?	What fun is an uninflated inflatable doll?
...thanks for playing, and be sure to tell each and every one of your friends to buy their own personal copy of this game.	...thanks for playing, and be sure to tell each and every one of your friends to buy their own personal copy of this game.
Move inside the closet.	Move inside the closet.
You played ok, I guess!	You played ok, I guess!
On behalf of Mark and Sandy, Al and Marg, Jeff and Chris, Russ and Kim, Larry and Bob, Ken and Roberta, Bob and Marilyn and/or Bob and Jeannine, John and Mary, Bob and Carol and Ted and Alice...	On behalf of Mark and Sandy, Al and Marg, Jeff and Chris, Russ and Kim, Larry and Bob, Ken and Roberta, Bob and Marilyn and/or Bob and Jeannine, John and Mary, Bob and Carol and Ted and Alice...
Don't you find it difficult to have a meaningful relationship with latex?	Don't you find it difficult to have a meaningful relationship with latex?
OK.	OK.
Love ya, baby!	Love ya, baby!
Sorry. One's your limit!	Sorry. One's your limit!
You don't have time to rest!	You don't have time to rest!
Perhaps if you first established mouth/latex contact...	Perhaps if you first established mouth/latex contact...
Picking up the corner of the expensive, vinyl, zebra-skin bedspread, you discover...	Picking up the corner of the expensive, vinyl, zebra-skin bedspread, you discover...
...nothing.	...nothing.
That's not what she's for, Larry.	That's not what she's for, Larry.
...and that's exactly the way she used to look!	...and that's exactly the way she used to look!
Ladies and gentlemen...\n\nMr. Ken Williams!	Ladies and gentlemen...\n\nMr. Ken Williams!
_	_
LLLLL	LLLLL
New room:	New room:
X coordinate:	X coordinate:
Y coordinate:	Y coordinate:
Object number:	Object number:
Flag number:	Flag number:
New value:	New value:
You gottum, Larry.	You gottum, Larry.
Variable number:	Variable number:
Variable %v45 = %v46	Variable %v45 = %v46
Flag %v45 set	Flag %v45 set
Flag %v45 not set	Flag %v45 not set
New priority:	New priority:
Object %v46 is in room %v45.	Object %v46 is in room %v45.
%v45|3/%v46|3	%v45|3/%v46|3
Room %v0|3	Room %v0|3
%v45|2  %o45	%v45|2  %o45
Number  Name of Object	Number  Name of Object
%v8 memory pages left.	%v8 memory pages left.
Unknown word:  "	Unknown word:  "
H	H
increment	increment
decrement	decrement
assignn	assignn
assignv	assignv
addn	addn
addv	addv
subn	subn
subv	subv
lindirectv	lindirectv
rindirect	rindirect
lindirectn	lindirectn
set	set
reset	reset
toggle	toggle
set.v	set.v
reset.v	reset.v
toggle.v	toggle.v
new.room	new.room
new.room.v	new.room.v
load.logics	load.logics
load.logics.v	load.logics.v
call	call
call.v	call.v
load.pic	load.pic
draw.pic	draw.pic
show.pic	show.pic
discard.pic	discard.pic
overlay.pic	overlay.pic
show.pri.screen	show.pri.screen
load.view	load.view
load.view.v	load.view.v
discard.view	discard.view
animate.obj	animate.obj
unanimate.all	unanimate.all
draw	draw
erase	erase
position	position
position.v	position.v
get.posn	get.posn
reposition	reposition
set.view	set.view
set.view.v	set.view.v
set.loop	set.loop
set.loop.v	set.loop.v
fix.loop	fix.loop
release.loop	release.loop
set.cel	set.cel
set.cel.v	set.cel.v
last.cel	last.cel
current.cel	current.cel
current.loop	current.loop
current.view	current.view
number.of.loops	number.of.loops
set.priority	set.priority
set.priority.v	set.priority.v
release.priority	release.priority
get.priority	get.priority
stop.update	stop.update
start.update	start.update
force.update	force.update
ignore.horizon	ignore.horizon
observe.horizon	observe.horizon
set.horizon	set.horizon
object.onWater	object.onWater
object.on.land	object.on.land
object.on.anything	object.on.anything
ignore.objs	ignore.objs
observe.objs	observe.objs
distance	distance
stop.cycling	stop.cycling
start.cycling	start.cycling
normal.cycle	normal.cycle
end.of.loop	end.of.loop
reverse.cycle	reverse.cycle
reverse.loop	reverse.loop
cycle.time	cycle.time
stop.motion	stop.motion
start.motion	start.motion
step.size	step.size
step.time	step.time
move.obj	move.obj
move.obj.v	move.obj.v
follow.ego	follow.ego
wander	wander
normal.motion	normal.motion
set.dir	set.dir
get.dir	get.dir
ignore.blocks	ignore.blocks
observe.blocks	observe.blocks
block	block
unblock	unblock
get	get
get.v	get.v
drop	drop
put	put
put.v	put.v
get.room.v	get.room.v
load.sound	load.sound
sound	sound
stop.sound	stop.sound
print	print
print.v	print.v
display	display
display.v	display.v
clear.lines	clear.lines
text.screen	text.screen
graphics	graphics
set.cursor.char	set.cursor.char
set.text.attribute	set.text.attribute
shake.screen	shake.screen
configure.screen	configure.screen
status.line.on	status.line.on
status.line.off	status.line.off
set.string	set.string
get.string	get.string
word.to.string	word.to.string
parse	parse
get.num	get.num
prevent.input	prevent.input
accept.input	accept.input
set.key	set.key
add.to.pic	add.to.pic
add.to.pic.v	add.to.pic.v
status	status
save.game	save.game
restore.game	restore.game
init.disk	init.disk
restart.game	restart.game
show.obj	show.obj
random	random
program.control	program.control
player.control	player.control
obj.status.v	obj.status.v
quit	quit
show.mem	show.mem
pause	pause
echo.line	echo.line
cancel.line	cancel.line
init.joy	init.joy
toggle.monitor	toggle.monitor
version	version
script.size	script.size
set.game.id	set.game.id
log	log
set.scan.start	set.scan.start
reset.scan.start	reset.scan.start
reposition.to	reposition.to
reposition.to.v	reposition.to.v
trace.on	trace.on
trace.info	trace.info
print.at	print.at
print.at.v	print.at.v
discard.view.v	discard.view.v
clear.text.rect	clear.text.rect
set.upper.left	set.upper.left
set.menu	set.menu
set.menu.item	set.menu.item
submit.menu	submit.menu
enable.item	enable.item
disable.item	disable.item
menu.input	menu.input
show.obj.v	show.obj.v
open.dialogue	open.dialogue
close.dialogue	close.dialogue
mul.n	mul.n
mul.v	mul.v
div.n	div.n
div.v	div.v
close.window	close.window
equaln	equaln
equalv	equalv
lessn	lessn
lessv	lessv
greatern	greatern
greaterv	greaterv
isset	isset
isset.v	isset.v
has	has
obj.in.room	obj.in.room
posn	posn
controller	controller
have.key	have.key
said	said
compare.strings	compare.strings
obj.in.box	obj.in.box
center.posn	center.posn
right.posn	right.posn
DiscardView(%v18):%m30	DiscardView(%v18):%m30
SetView(%v18,_):%m26	SetView(%v18,_):%m26
SetView(_,%v18):%m30	SetView(_,%v18):%m30
SetLoop(%v18,_):%m26	SetLoop(%v18,_):%m26
SetLoop(%v18,_):\nBad loop #.%m25	SetLoop(%v18,_):\nBad loop #.%m25
SetLoop(%v18,_):%m31	SetLoop(%v18,_):%m31
SetCel(%v18,_):%m26	SetCel(%v18,_):%m26
SetCel(%v18,_):\nBad cel #.%m25	SetCel(%v18,_):\nBad cel #.%m25
Sound(%v18):\nSound not loaded.%m25	Sound(%v18):\nSound not loaded.%m25
SetCel(%v18,_):%m31	SetCel(%v18,_):%m31
Script buffer overflow.\nMaximum size = %v18%m25	Script buffer overflow.\nMaximum size = %v18%m25
Erase(%v18):%m26	Erase(%v18):%m26
AnimateObj(%v18):%m26	AnimateObj(%v18):%m26
Print(%v18): no message%m25	Print(%v18): no message%m25
Bad test: %v18%m25	Bad test: %v18%m25
Bad action: %v18%m25	Bad action: %v18%m25
StartUpdate(%v18):%m28	StartUpdate(%v18):%m28
DrawPic(%v18):%m32	DrawPic(%v18):%m32
Draw(%v18):%m26	Draw(%v18):%m26
